LICENSENO,Registration_Type,ISSDTTM,NAMEFIRST,NAMELAST,Reporting_Statement
CCL398227,Client Registration,2019-06-10 13:40:25,,Cypress Tree Management Inc,"<A href=""https://drive.google.com/a/boston.gov/file/d/1bw_Zq-qYBe1E6aWsVEe3x151kAhhiOH-/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1bw_Zq-qYBe1E6aWsVEe3x151kAhhiOH-/view?usp=sharing</A>"
CCL392309,Lobbyist Registration,2019-04-22 18:01:46,Tara ,O'Donnell,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/18WNWnR61-pEgs6MCBFR0ysmpySrGtxTI/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/18WNWnR61-pEgs6MCBFR0ysmpySrGtxTI/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1JemXMgoU9D1iGLgBNopEjc5AoDFaZwg5/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1JemXMgoU9D1iGLgBNopEjc5AoDFaZwg5/view?usp=sharing</A></P>"
CCL408917,Client Registration,2019-09-04 12:10:08,,"Conservation Law Foundation, Inc.",
CCL399365,Client Registration,2019-06-20 19:21:39,,Zoo New England,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/191TBXocBrdNm1aX-V0jBZei8jznE9R8K/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/191TBXocBrdNm1aX-V0jBZei8jznE9R8K/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/13Y-DOrVPyXrPXp68IcndQlo_fhowvaM1/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/13Y-DOrVPyXrPXp68IcndQlo_fhowvaM1/view?usp=sharing</A></P>"
CCL401105,Lobbyist Registration,2019-07-01 09:57:28,Jennifer,Crawford,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1hh43qI9O_rl_PKLptQcTY8z6hfUM5gXY/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1hh43qI9O_rl_PKLptQcTY8z6hfUM5gXY/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1dKZgixdQwYNz3zcxDFbSHF7Su1qFSGwN/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1dKZgixdQwYNz3zcxDFbSHF7Su1qFSGwN/view?usp=sharing</A></P>"
CCL400364,Lobbyist Registration,2019-06-26 10:04:32,James,Sullivan,"<A href=""https://drive.google.com/a/boston.gov/file/d/15jjastV6aAKallT6Y5C3jsn3lCuaY0p1/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/15jjastV6aAKallT6Y5C3jsn3lCuaY0p1/view?usp=sharing</A>"
CCL392758,Lobbyist Registration,2019-04-25 13:12:02,Robert,Travaglini,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1j_r-FZXYL2eX5lFWyNs-TLAlDh_xXgVs/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1j_r-FZXYL2eX5lFWyNs-TLAlDh_xXgVs/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1I1_ex35wgmS3ZEY_1U75SKSYn24zVIHU/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1I1_ex35wgmS3ZEY_1U75SKSYn24zVIHU/view?usp=sharing</A></P>"
CCL395500,Entity Registration,2019-05-15 14:08:41,,Brown Rudnick LLP,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1I-cdHTx34RBam7gwKKxQzBWjrYdbHkzn/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1I-cdHTx34RBam7gwKKxQzBWjrYdbHkzn/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/139gaeAX-H8GmL04NHUIIiNBdAald6AF-/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/139gaeAX-H8GmL04NHUIIiNBdAald6AF-/view?usp=sharing</A></P>"
CCL398941,Lobbyist Registration,2019-06-17 15:50:11,George,Dow,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1AvAimfFNIsVhrH_5Z3HScc8zJfmHGqYB/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1AvAimfFNIsVhrH_5Z3HScc8zJfmHGqYB/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/11ua4tTXRuB0ovgZbYOe8UVy8ZEXFhyOz/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/11ua4tTXRuB0ovgZbYOe8UVy8ZEXFhyOz/view?usp=sharing</A></P>"
CCL403726,Client Registration,2019-07-22 09:46:41,,Boston Common Holdings,"<A href=""https://drive.google.com/a/boston.gov/file/d/1o2Ovxm-GcU8lf7213dvB8htQxRIcFpj5/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1o2Ovxm-GcU8lf7213dvB8htQxRIcFpj5/view?usp=sharing</A>"
CCL392791,Client Registration,2019-04-25 15:43:02,,The Boch Center,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Hlrblf5iLBqtfQ7VIeWaMw86pA6O4y29/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Hlrblf5iLBqtfQ7VIeWaMw86pA6O4y29/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1oYBoCBGeJB0ztC33D77Wld5vJM8TJCxg/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1oYBoCBGeJB0ztC33D77Wld5vJM8TJCxg/view?usp=sharing</A></P>"
CCL392793,Entity Registration,2019-04-25 15:54:19,,Benchmark Strategies ,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1wmxKxAEDIOGRzNJSuBmxx8kqhfI2sjym/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1wmxKxAEDIOGRzNJSuBmxx8kqhfI2sjym/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Ff_cld1dIN32D07VDI5eTKiEZ-F8nCih/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Ff_cld1dIN32D07VDI5eTKiEZ-F8nCih/view?usp=sharing</A></P>"
CCL392774,Client Registration,2019-04-26 16:02:31,,Clean Water Action,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1aEGLaRFhcvwV7wKoxJsbArFVzYiP5hGE/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1aEGLaRFhcvwV7wKoxJsbArFVzYiP5hGE/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1acy01A9eL_q5Nbds1vsmV4_6Ri5AxQza/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1acy01A9eL_q5Nbds1vsmV4_6Ri5AxQza/view?usp=sharing</A></P>"
CCL405948,Entity Registration,2019-09-11 09:42:32,,"Downtown Boston Business Improvement District, Inc","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ldZRRnID0qjhuRrTyNHvcCGicO5dJKZD/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ldZRRnID0qjhuRrTyNHvcCGicO5dJKZD/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL392119,Client Registration,2019-04-19 10:38:29,,"Lyft, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1oGnyWtDJCh6J0eTmG9hngDWgxwmgSjRd/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1oGnyWtDJCh6J0eTmG9hngDWgxwmgSjRd/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1nAIb9bJXHqbdQnUez3hzgeBS2ou7drXr/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1nAIb9bJXHqbdQnUez3hzgeBS2ou7drXr/view?usp=sharing</A></P>"
CCL393235,Lobbyist Registration,2019-04-30 22:03:10,Robert,Finneran,"<A href=""https://drive.google.com/a/boston.gov/file/d/1GzCfpFW7ciHqJe8Z0Hv99gryD7sDrFcK/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1GzCfpFW7ciHqJe8Z0Hv99gryD7sDrFcK/view?usp=sharing</A>"
CCL391986,Entity Registration,2019-04-17 17:33:38,,Boston Firefighters Local 718,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1kXmonwT9f0PiEyOuQ-JVhj77R5ZmJPXc/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1kXmonwT9f0PiEyOuQ-JVhj77R5ZmJPXc/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1DBTbx2R2zs7G4PIDdbt8Tb7b-CK-c9ik/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1DBTbx2R2zs7G4PIDdbt8Tb7b-CK-c9ik/view?usp=sharing</A></P>"
CCL413563,Client Registration,2019-10-19 19:18:52,,The Abbey Group,"<A href=""https://drive.google.com/a/boston.gov/file/d/16aRQAcjBGE4oq44b89_wiPmc5y7vHgB0/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/16aRQAcjBGE4oq44b89_wiPmc5y7vHgB0/view?usp=sharing</A>"
CCL402094,Lobbyist Registration,2019-07-08 14:12:06,David,Provost,
CCL392014,Entity Registration,2019-04-18 09:52:47,,"Government Insight Group, LLC","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Zj-ct3PcDa8ThhfHRh5ZO8LolK2DiB8R/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Zj-ct3PcDa8ThhfHRh5ZO8LolK2DiB8R/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1B-76mmSF1xQGNfjCaBVDAmfSHMWY6-XX/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1B-76mmSF1xQGNfjCaBVDAmfSHMWY6-XX/view?usp=sharing</A></P>"
CCL395635,Lobbyist Registration,2019-05-16 16:03:41,,Anthony Petruccelli,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1lqlYX7cYtKoLk8Rx98lHJssYOHizeeMr/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1lqlYX7cYtKoLk8Rx98lHJssYOHizeeMr/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/18x1gQNFYtnYcbDatXlO0vC74yHiPx4FK/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/18x1gQNFYtnYcbDatXlO0vC74yHiPx4FK/view?usp=sharing</A></P>"
CCL400141,Client Registration,2019-06-21 15:45:23,,TD Bank US Holding Company,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1rAEucxakfKkn39VyWgSmOCj3MTwxXWSa/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1rAEucxakfKkn39VyWgSmOCj3MTwxXWSa/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1DJWXzkzmVcp2o0xmtgVTFMtawHht7ol5/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1DJWXzkzmVcp2o0xmtgVTFMtawHht7ol5/view?usp=sharing</A></P>"
CCL403585,Lobbyist Registration,2019-07-18 12:28:23,,"Government Insight Group, LLC","<P><A href=""https://drive.google.com/a/boston.gov/file/d/11VsZDfJthYZ3Xm80o73Q_DqflHCKFUL7/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/11VsZDfJthYZ3Xm80o73Q_DqflHCKFUL7/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1UTRyKOfu58BFWuGJffG4f0uVwXV29W90/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1UTRyKOfu58BFWuGJffG4f0uVwXV29W90/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL404616,Client Registration,2019-07-31 17:02:10,,"PT OpCo, LLC","<A href=""https://drive.google.com/a/boston.gov/file/d/1Wn8g8_BX0tKV-9WDSA-08h32VA5VcmH_/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Wn8g8_BX0tKV-9WDSA-08h32VA5VcmH_/view?usp=sharing</A>"
CCL400194,Lobbyist Registration,2019-06-24 11:12:58,John,Nucci,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1d8FKdEPAKcdjnc885yhlfpUMo5oMB0Md/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1d8FKdEPAKcdjnc885yhlfpUMo5oMB0Md/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1tjKeMhFSpAmaV_SkFz6wJG2gBR0WC0AE/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1tjKeMhFSpAmaV_SkFz6wJG2gBR0WC0AE/view?usp=sharing</A></P>"
CCL402101,Lobbyist Registration,2019-07-08 14:39:15,Keir,Evans,
CCL392892,Client Registration,2019-04-26 11:23:52,,The Home for Little Wanderers,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1onViYug-xmZKpFPriLdU5HrwQDZb8qFy/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1onViYug-xmZKpFPriLdU5HrwQDZb8qFy/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ked8D17GfmIqX4XrhYmqrezWEo9N3DWp/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ked8D17GfmIqX4XrhYmqrezWEo9N3DWp/view?usp=sharing</A></P>"
CCL393219,Lobbyist Registration,2019-04-30 14:17:43,John,Haskell,
CCL403627,Entity Registration,2019-07-18 22:31:30,,"Government Relations Group, LLC","<A href=""https://drive.google.com/a/boston.gov/file/d/1m4It4txoyvUXgysgJVlpUR9hL_AQbtrJ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1m4It4txoyvUXgysgJVlpUR9hL_AQbtrJ/view?usp=sharing</A>"
CCL392601,Lobbyist Registration,2019-04-24 15:52:27,Dot,Joyce,
CCL403662,Client Registration,2019-07-19 12:21:22,,EVG Farms ,"<A href=""https://drive.google.com/a/boston.gov/file/d/1vx6TSlawnqWEMi-jjd2e5p339-jO0sLj/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1vx6TSlawnqWEMi-jjd2e5p339-jO0sLj/view?usp=sharing</A>"
CCL392048,Lobbyist Registration,2019-04-18 13:45:28,Autumn,McLaughlin,"<A href=""https://drive.google.com/a/boston.gov/file/d/1pghr9BxxJyBSsCWOY1_XhI_fIALCRFNV/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1pghr9BxxJyBSsCWOY1_XhI_fIALCRFNV/view?usp=sharing</A>"
CCL401075,Entity Registration,2019-06-30 19:19:25,,"Smith, Costello & Crawford","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1gxVQUdzndOaz8E4AauPGij3RSRoySTea/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1gxVQUdzndOaz8E4AauPGij3RSRoySTea/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/16u62UgvJE3MzgjkQTXMmbkz9W0gJpFZ6/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/16u62UgvJE3MzgjkQTXMmbkz9W0gJpFZ6/view?usp=sharing</A></P>"
CCL392517,Lobbyist Registration,2019-04-24 10:23:30,David,Price,"<A href=""https://drive.google.com/a/boston.gov/file/d/1c2LRGs9WxmUh9ZSiTdZt4ZEE732y4y-7/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1c2LRGs9WxmUh9ZSiTdZt4ZEE732y4y-7/view?usp=sharing</A>"
CCL401081,Lobbyist Registration,2019-06-30 19:48:37,Sira,Grant,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1AMy4ciBVvRM36aPCYgAVn649Dl3Z9w_2/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1AMy4ciBVvRM36aPCYgAVn649Dl3Z9w_2/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1dJbmqG_HuxMG8zFR4urhGcD5PPRGztCp/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1dJbmqG_HuxMG8zFR4urhGcD5PPRGztCp/view?usp=sharing</A></P>"
CCL392202,Client Registration,2019-04-22 10:09:36,,Zipcar,
CCL400085,Entity Registration,2019-06-21 10:44:43,Francis,Moynihan,
CCL396849,Client Registration,2019-06-03 14:31:31,Kevin,Kiley,
CCL406069,Lobbyist Registration,2019-08-08 17:09:14,,Peter Philips,"<A href=""https://drive.google.com/a/boston.gov/file/d/1PRBUGKvq2sqbXZ6PLcfEVxzp4mlTqJIU/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1PRBUGKvq2sqbXZ6PLcfEVxzp4mlTqJIU/view?usp=sharing</A>"
CCL395766,Lobbyist Registration,2019-05-20 10:18:21,,Chris Tracy,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1OMQrlwG9wctgFGPvCzeQukVgXYzQ5Tdx/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1OMQrlwG9wctgFGPvCzeQukVgXYzQ5Tdx/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1xdm8deQBwHN28nC6r0xBFxjLABUqGuvb/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1xdm8deQBwHN28nC6r0xBFxjLABUqGuvb/view?usp=sharing</A></P>"
CCL392551,Lobbyist Registration,2019-04-25 11:01:51,Alex,Papali,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1s0ys9R2uRPquARqAtIqiuairwZuuh5V9/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1s0ys9R2uRPquARqAtIqiuairwZuuh5V9/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1jpzRc4AKCH_NKa5dUR2bIJtLtyHhRjMQ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1jpzRc4AKCH_NKa5dUR2bIJtLtyHhRjMQ/view?usp=sharing</A></P>"
CCL392592,Lobbyist Registration,2019-04-24 15:10:31,John,Fitzgerald,
CCL403532,Client Registration,2019-07-17 15:39:25,,"The HYM Investment Group, LLC","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1dYH_7-7tkZgGwYAlTDDqmtT2qZmJyaZi/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1dYH_7-7tkZgGwYAlTDDqmtT2qZmJyaZi/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ANlV1OzXwTt2r-9FwuzjqPo2HBDc-DZp/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ANlV1OzXwTt2r-9FwuzjqPo2HBDc-DZp/view?usp=sharing</A></P>"
CCL393299,Lobbyist Registration,2019-05-01 13:40:09,Rachel,Lake,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1XZo5kgP1fNpmT0_064W_F46Q8ZDUk0Wr/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1XZo5kgP1fNpmT0_064W_F46Q8ZDUk0Wr/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1lDYTiFu7yP-gmgLH9AfZUcCjUYMj4Qjo/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1lDYTiFu7yP-gmgLH9AfZUcCjUYMj4Qjo/view?usp=sharing</A></P>"
CCL394312,Entity Registration,2019-05-14 10:09:44,,Boston Society of Architects,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1PeUptCgirosEva7OSaFvTjZlrVOIMfIq/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1PeUptCgirosEva7OSaFvTjZlrVOIMfIq/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1wRBeVVlWSrTAmSFoyvxL_LIuZ5F3HBOC/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1wRBeVVlWSrTAmSFoyvxL_LIuZ5F3HBOC/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL406592,Entity Registration,2019-08-15 10:07:22,,Banc of America Public Capital Corp,"<A href=""https://drive.google.com/a/boston.gov/file/d/14oDmEYaArDIPjTPzny7zIZjkQQ_hjQiW/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/14oDmEYaArDIPjTPzny7zIZjkQQ_hjQiW/view?usp=sharing</A>"
CCL398704,Lobbyist Registration,2019-06-14 09:55:17,,Joseph Larkin,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Qb8MXt3Js5V3vZf5WWYZqTziewuCPi9G/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Qb8MXt3Js5V3vZf5WWYZqTziewuCPi9G/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1L-MV95igkQ4h9UoMjcvpTFgWyNIF7UNs/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1L-MV95igkQ4h9UoMjcvpTFgWyNIF7UNs/view?usp=sharing</A></P>"
CCL396552,Entity Registration,2019-05-30 08:48:11,,"Company Aer Glan Consulting, LLC","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1jiorIib81-EjpUTukBk4We3uZEk5zsMI/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1jiorIib81-EjpUTukBk4We3uZEk5zsMI/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1fTAchn13tBmguk1_mYAEsUk0_gCV6-9o/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1fTAchn13tBmguk1_mYAEsUk0_gCV6-9o/view?usp=sharing</A></P>"
CCL411551,Lobbyist Registration,2019-10-04 17:27:59,,Thomas Maddux,"<A href=""https://drive.google.com/a/boston.gov/file/d/1lN_GungantZMxkNoKP8KfsKh8RIp7y8c/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1lN_GungantZMxkNoKP8KfsKh8RIp7y8c/view?usp=sharing</A>"
CCL403050,Client Registration,2019-07-15 14:45:09,Andrew,Zuroff,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/12yxbKQZ8Zi7dJvBj-jNy2TSGfS3XZUmL/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/12yxbKQZ8Zi7dJvBj-jNy2TSGfS3XZUmL/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Jb91xOnrXF0bs_WrugtcSGQH9OcN0LLA/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Jb91xOnrXF0bs_WrugtcSGQH9OcN0LLA/view?usp=sharing</A></P>"
CCL392297,Entity Registration,2019-04-23 11:46:49,The,Strategy Group,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1_LAziYKAUCw6wfKimV8snvDpgUNdePPh/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1_LAziYKAUCw6wfKimV8snvDpgUNdePPh/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1gkxOEBooHMeSlbB6IfCzRSbqIfH2ofXm/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1gkxOEBooHMeSlbB6IfCzRSbqIfH2ofXm/view?usp=sharing</A></P>"
CCL392909,Lobbyist Registration,2019-04-26 12:27:26,,Thomas Finneran,"<A href=""https://drive.google.com/a/boston.gov/file/d/1Ta3IOysp0Bz-SIfzM-qR_fRJVlMM91NC/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Ta3IOysp0Bz-SIfzM-qR_fRJVlMM91NC/view?usp=sharing</A>"
CCL410785,Client Registration,2019-09-26 16:56:40,,GTI,"<A href=""https://drive.google.com/a/boston.gov/file/d/15AeLdSadg8laPu2Ozi3KirfqCSI-R-9n/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/15AeLdSadg8laPu2Ozi3KirfqCSI-R-9n/view?usp=sharing</A>"
CCL398373,Lobbyist Registration,2019-06-13 12:04:55,Richard,Kershaw,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1sd8WMowJ6g15RKA13ZYyWOJLzCPLShYL/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1sd8WMowJ6g15RKA13ZYyWOJLzCPLShYL/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1rR2zA89xevqLrk75phOM2RmjfOheVkQy/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1rR2zA89xevqLrk75phOM2RmjfOheVkQy/view?usp=sharing</A></P>"
CCL392403,Client Registration,2019-04-23 11:40:47,Nicole,Green,
CCL401715,Lobbyist Registration,2019-07-02 13:40:12,Kathryn,Carlson,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1rm_suO7uijtc4ebps-RdmeCsepeqDwZb/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1rm_suO7uijtc4ebps-RdmeCsepeqDwZb/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1xNMmYvgsSlIicEs5vEFgy4A80a7aTKhZ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1xNMmYvgsSlIicEs5vEFgy4A80a7aTKhZ/view?usp=sharing</A></P>"
CCL392261,Entity Registration,2019-04-22 13:47:01,,"Drago and Toscano, LLP",
CCL392081,Client Registration,2019-04-18 15:00:32,,"Bloominus, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1xExu3gLswhMqoa8zN4vmRWeaRl8fzF8T/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1xExu3gLswhMqoa8zN4vmRWeaRl8fzF8T/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1T7yX2u0p3G470qXSkYAby_7op3GvLjoo/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1T7yX2u0p3G470qXSkYAby_7op3GvLjoo/view?usp=sharing</A></P>"
CCL392761,Lobbyist Registration,2019-04-25 13:18:20,,"Drago and Toscano, LLP",
CCL395940,Client Registration,2019-05-21 13:20:43,,Gerding Edlen,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/12KtLwp8Ya9FV8VpOPJiGPeElMhh8UAR1/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/12KtLwp8Ya9FV8VpOPJiGPeElMhh8UAR1/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/15SLoNC0tzrAvWe7PRZqUSURoXMxbxmFN/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/15SLoNC0tzrAvWe7PRZqUSURoXMxbxmFN/view?usp=sharing</A></P>"
